,feature name,rank
3193,CKSAAP_TD.gap3,2256
3213,CKSAAP_VF.gap3,2256
3192,CKSAAP_TC.gap3,2256
3190,CKSAAP_SY.gap3,2256
3172,CKSAAP_SA.gap3,2256
3173,CKSAAP_SC.gap3,2256
3174,CKSAAP_SD.gap3,2256
3175,CKSAAP_SE.gap3,2256
3176,CKSAAP_SF.gap3,2256
3177,CKSAAP_SG.gap3,2256
3178,CKSAAP_SH.gap3,2256
3179,CKSAAP_SI.gap3,2256
3180,CKSAAP_SK.gap3,2256
3181,CKSAAP_SL.gap3,2256
3182,CKSAAP_SM.gap3,2256
3183,CKSAAP_SN.gap3,2256
3185,CKSAAP_SQ.gap3,2256
3186,CKSAAP_SR.gap3,2256
3187,CKSAAP_SS.gap3,2256
3188,CKSAAP_ST.gap3,2256
3189,CKSAAP_SV.gap3,2256
3191,CKSAAP_TA.gap3,2256
3171,CKSAAP_RY.gap3,2256
3214,CKSAAP_VG.gap3,2256
3216,CKSAAP_VI.gap3,2256
3246,PAAC_Xc1.C,2256
3254,PAAC_Xc1.M,2256
3258,PAAC_Xc1.T,2256
3267,DDR_N,2256
3269,DDR_C,2256
3272,DDR_G,2256
3274,DDR_I,2256
3285,RRI_A,2256
3286,RRI_C,2256
3287,RRI_D,2256
3288,RRI_E,2256
3289,RRI_F,2256
3290,RRI_G,2256
3291,RRI_H,2256
3292,RRI_I,2256
3293,RRI_K,2256
3294,RRI_L,2256
3241,CKSAAP_YY.gap3,2256
3215,CKSAAP_VH.gap3,2256
3240,CKSAAP_YV.gap3,2256
3237,CKSAAP_YR.gap3,2256
3217,CKSAAP_VK.gap3,2256
3219,CKSAAP_VN.gap3,2256
3220,CKSAAP_VP.gap3,2256
3221,CKSAAP_VQ.gap3,2256
3222,CKSAAP_VR.gap3,2256
3223,CKSAAP_VS.gap3,2256
3224,CKSAAP_VT.gap3,2256
3225,CKSAAP_VV.gap3,2256
3226,CKSAAP_VY.gap3,2256
3227,CKSAAP_YA.gap3,2256
3228,CKSAAP_YC.gap3,2256
3229,CKSAAP_YE.gap3,2256
3230,CKSAAP_YF.gap3,2256
3232,CKSAAP_YI.gap3,2256
3234,CKSAAP_YL.gap3,2256
3235,CKSAAP_YN.gap3,2256
3236,CKSAAP_YP.gap3,2256
3239,CKSAAP_YT.gap3,2256
3170,CKSAAP_RV.gap3,2256
3169,CKSAAP_RT.gap3,2256
3168,CKSAAP_RS.gap3,2256
3101,CKSAAP_MV.gap3,2256
3102,CKSAAP_MY.gap3,2256
3103,CKSAAP_NA.gap3,2256
3104,CKSAAP_NC.gap3,2256
3105,CKSAAP_ND.gap3,2256
3106,CKSAAP_NE.gap3,2256
3107,CKSAAP_NF.gap3,2256
3108,CKSAAP_NG.gap3,2256
3109,CKSAAP_NI.gap3,2256
3110,CKSAAP_NK.gap3,2256
3111,CKSAAP_NL.gap3,2256
3112,CKSAAP_NN.gap3,2256
3113,CKSAAP_NP.gap3,2256
3114,CKSAAP_NQ.gap3,2256
3116,CKSAAP_NS.gap3,2256
3118,CKSAAP_NV.gap3,2256
3119,CKSAAP_NY.gap3,2256
3100,CKSAAP_MT.gap3,2256
3120,CKSAAP_PA.gap3,2256
3099,CKSAAP_MS.gap3,2256
3097,CKSAAP_MP.gap3,2256
3077,CKSAAP_LK.gap3,2256
3079,CKSAAP_LM.gap3,2256
3080,CKSAAP_LN.gap3,2256
3081,CKSAAP_LP.gap3,2256
3082,CKSAAP_LQ.gap3,2256
3084,CKSAAP_LS.gap3,2256
3085,CKSAAP_LT.gap3,2256
3086,CKSAAP_LV.gap3,2256
3087,CKSAAP_LY.gap3,2256
3088,CKSAAP_MA.gap3,2256
3090,CKSAAP_ME.gap3,2256
3091,CKSAAP_MF.gap3,2256
3092,CKSAAP_MG.gap3,2256
3093,CKSAAP_MI.gap3,2256
3094,CKSAAP_MK.gap3,2256
3095,CKSAAP_ML.gap3,2256
3096,CKSAAP_MN.gap3,2256
3098,CKSAAP_MR.gap3,2256
3121,CKSAAP_PC.gap3,2256
3122,CKSAAP_PD.gap3,2256
3123,CKSAAP_PE.gap3,2256
3147,CKSAAP_QQ.gap3,2256
3148,CKSAAP_QR.gap3,2256
3150,CKSAAP_QT.gap3,2256
3151,CKSAAP_QV.gap3,2256
3152,CKSAAP_QY.gap3,2256
3153,CKSAAP_RA.gap3,2256
3154,CKSAAP_RC.gap3,2256
3155,CKSAAP_RD.gap3,2256
3157,CKSAAP_RF.gap3,2256
3159,CKSAAP_RH.gap3,2256
3160,CKSAAP_RI.gap3,2256
3161,CKSAAP_RK.gap3,2256
3162,CKSAAP_RL.gap3,2256
3163,CKSAAP_RM.gap3,2256
3164,CKSAAP_RN.gap3,2256
3166,CKSAAP_RQ.gap3,2256
3167,CKSAAP_RR.gap3,2256
3146,CKSAAP_QP.gap3,2256
3145,CKSAAP_QN.gap3,2256
3144,CKSAAP_QL.gap3,2256
3143,CKSAAP_QK.gap3,2256
3124,CKSAAP_PF.gap3,2256
3125,CKSAAP_PG.gap3,2256
3126,CKSAAP_PH.gap3,2256
3127,CKSAAP_PI.gap3,2256
3128,CKSAAP_PK.gap3,2256
3130,CKSAAP_PN.gap3,2256
3131,CKSAAP_PP.gap3,2256
3132,CKSAAP_PQ.gap3,2256
3295,RRI_M,2256
3133,CKSAAP_PR.gap3,2256
3135,CKSAAP_PT.gap3,2256
3136,CKSAAP_PV.gap3,2256
3137,CKSAAP_PY.gap3,2256
3138,CKSAAP_QA.gap3,2256
3139,CKSAAP_QD.gap3,2256
3140,CKSAAP_QE.gap3,2256
3141,CKSAAP_QG.gap3,2256
3142,CKSAAP_QI.gap3,2256
3134,CKSAAP_PS.gap3,2256
3076,CKSAAP_LI.gap3,2256
3297,RRI_P,2256
3300,RRI_S,2256
3591,OVPC_Negative,2256
3592,OVPC_Positive,2256
3599,OVPC_Imino_acid,2256
3601,OVP_Negative_N1,2256
3605,OVP_Aliphatic_N1,2256
3606,OVP_Tiny_N1,2256
3609,OVP_Imino_acid_N1,2256
3610,OVP_Aromatic_N2,2256
3611,OVP_Negative_N2,2256
3613,OVP_Polar_N2,2256
3614,OVP_Hydrophobic_N2,2256
3617,OVP_Charged_N2,2256
3619,OVP_Imino_acid_N2,2256
3620,OVP_Aromatic_N3,2256
3621,OVP_Negative_N3,2256
3623,OVP_Polar_N3,2256
3624,OVP_Hydrophobic_N3,2256
3590,OVPC_Aromatic,2256
3625,OVP_Aliphatic_N3,2256
3585,Boman_Index,2256
3523,Z3__7,2256
3417,ABHPRK__23,2256
3419,ABHPRK__25,2256
3420,ABHPRK__26,2256
3423,ABHPRK__30,2256
3432,ABHPRK__41,2256
3433,ABHPRK__42,2256
3434,ABHPRK__44,2256
3435,ABHPRK__45,2256
3445,ABHPRK__56,2256
3448,ABHPRK__60,2256
3449,ABHPRK__61,2256
3450,ABHPRK__62,2256
3451,ABHPRK__63,2256
3455,Charge_acid,2256
3480,Ez__7,2256
3486,Ez__13,2256
3487,Ez__14,2256
3557,Z5__23,2256
3414,ABHPRK__19,2256
3626,OVP_Tiny_N3,2256
3628,OVP_Small_N3,2256
3657,OVP_Charged_C2,2256
3658,OVP_Small_C2,2256
3659,OVP_Imino_acid_C2,2256
3660,OVP_Aromatic_C3,2256
3661,OVP_Negative_C3,2256
3662,OVP_Positive_C3,2256
3664,OVP_Hydrophobic_C3,2256
3666,OVP_Tiny_C3,2256
3667,OVP_Charged_C3,2256
3668,OVP_Small_C3,2256
3669,OVP_Imino_acid_C3,2256
3670,OVP_Aromatic_C4,2256
3671,OVP_Negative_C4,2256
3672,OVP_Positive_C4,2256
3673,OVP_Polar_C4,2256
3676,OVP_Tiny_C4,2256
3677,OVP_Charged_C4,2256
3656,OVP_Tiny_C2,2256
3627,OVP_Charged_N3,2256
3655,OVP_Aliphatic_C2,2256
3652,OVP_Positive_C2,2256
3629,OVP_Imino_acid_N3,2256
3631,OVP_Negative_N4,2256
3632,OVP_Positive_N4,2256
3634,OVP_Hydrophobic_N4,2256
3635,OVP_Aliphatic_N4,2256
3638,OVP_Small_N4,2256
3640,OVP_Aromatic_C1,2256
3641,OVP_Negative_C1,2256
3642,OVP_Positive_C1,2256
3643,OVP_Polar_C1,2256
3644,OVP_Hydrophobic_C1,2256
3645,OVP_Aliphatic_C1,2256
3646,OVP_Tiny_C1,2256
3647,OVP_Charged_C1,2256
3648,OVP_Small_C1,2256
3650,OVP_Aromatic_C2,2256
3651,OVP_Negative_C2,2256
3654,OVP_Hydrophobic_C2,2256
3412,ABHPRK__17,2256
3411,ABHPRK__15,2256
3410,ABHPRK__14,2256
3323,SER_W,2256
3324,SER_Y,2256
3325,SEP_A,2256
3326,SEP_C,2256
3327,SEP_D,2256
3328,SEP_E,2256
3329,SEP_F,2256
3330,SEP_G,2256
3331,SEP_H,2256
3332,SEP_I,2256
3333,SEP_K,2256
3334,SEP_L,2256
3335,SEP_M,2256
3336,SEP_N,2256
3337,SEP_P,2256
3338,SEP_Q,2256
3339,SEP_R,2256
3322,SER_V,2256
3340,SEP_S,2256
3321,SER_T,2256
3319,SER_R,2256
3301,RRI_T,2256
3302,RRI_V,2256
3303,RRI_W,2256
3304,RRI_Y,2256
3305,SER_A,2256
3306,SER_C,2256
3307,SER_D,2256
3308,SER_E,2256
3309,SER_F,2256
3310,SER_G,2256
3311,SER_H,2256
3312,SER_I,2256
3313,SER_K,2256
3315,SER_M,2256
3316,SER_N,2256
3317,SER_P,2256
3318,SER_Q,2256
3320,SER_S,2256
3341,SEP_T,2256
3342,SEP_V,2256
3343,SEP_W,2256
3379,QSO3_G_P,2256
3380,QSO3_G_S,2256
3382,QSO3_G_Y,2256
3383,QSO3_G_V,2256
3387,QSO3_G1,2256
3388,QSO3_G2,2256
3389,QSO3_G3,2256
3390,Length,2256
3396,Aromaticity,2256
3400,ABHPRK__1,2256
3401,ABHPRK__2,2256
3402,ABHPRK__3,2256
3403,ABHPRK__5,2256
3404,ABHPRK__6,2256
3405,ABHPRK__8,2256
3407,ABHPRK__10,2256
3408,ABHPRK__11,2256
3378,QSO3_G_F,2256
3377,QSO3_G_M,2256
3376,QSO3_G_K,2256
3375,QSO3_G_L,2256
3344,SEP_Y,2256
3346,QSO3_SC_A,2256
3348,QSO3_SC_N,2256
3353,QSO3_SC_G,2256
3356,QSO3_SC_L,2256
3357,QSO3_SC_K,2256
3361,QSO3_SC_S,2256
3362,QSO3_SC_T,2256
3299,RRI_R,2256
3363,QSO3_SC_W,2256
3367,QSO3_G_R,2256
3368,QSO3_G_N,2256
3369,QSO3_G_D,2256
3370,QSO3_G_Q,2256
3371,QSO3_G_E,2256
3372,QSO3_G_G,2256
3373,QSO3_G_H,2256
3374,QSO3_G_I,2256
3366,QSO3_G_A,2256
2716,CKSAAP_IP.gap2,2256
3075,CKSAAP_LH.gap3,2256
2109,CKSAAP_NE.gap0,2256
2829,CKSAAP_RC.gap2,2256
2830,CKSAAP_RD.gap2,2256
2831,CKSAAP_RE.gap2,2256
2832,CKSAAP_RF.gap2,2256
2833,CKSAAP_RG.gap2,2256
2834,CKSAAP_RH.gap2,2256
2835,CKSAAP_RI.gap2,2256
2837,CKSAAP_RL.gap2,2256
2838,CKSAAP_RM.gap2,2256
2840,CKSAAP_RP.gap2,2256
2841,CKSAAP_RQ.gap2,2256
2843,CKSAAP_RS.gap2,2256
2844,CKSAAP_RT.gap2,2256
2845,CKSAAP_RV.gap2,2256
2846,CKSAAP_RY.gap2,2256
2847,CKSAAP_SA.gap2,2256
2848,CKSAAP_SC.gap2,2256
2828,CKSAAP_RA.gap2,2256
2849,CKSAAP_SD.gap2,2256
2826,CKSAAP_QV.gap2,2256
2824,CKSAAP_QS.gap2,2256
2807,CKSAAP_PS.gap2,2256
2808,CKSAAP_PT.gap2,2256
2809,CKSAAP_PV.gap2,2256
2810,CKSAAP_PY.gap2,2256
2811,CKSAAP_QA.gap2,2256
2812,CKSAAP_QD.gap2,2256
2813,CKSAAP_QE.gap2,2256
2814,CKSAAP_QF.gap2,2256
2815,CKSAAP_QG.gap2,2256
2816,CKSAAP_QH.gap2,2256
2817,CKSAAP_QI.gap2,2256
2818,CKSAAP_QK.gap2,2256
2819,CKSAAP_QL.gap2,2256
2820,CKSAAP_QN.gap2,2256
2821,CKSAAP_QP.gap2,2256
2822,CKSAAP_QQ.gap2,2256
2823,CKSAAP_QR.gap2,2256
2825,CKSAAP_QT.gap2,2256
2806,CKSAAP_PR.gap2,2256
2850,CKSAAP_SE.gap2,2256
2852,CKSAAP_SG.gap2,2256
2877,CKSAAP_TQ.gap2,2256
2878,CKSAAP_TR.gap2,2256
2879,CKSAAP_TS.gap2,2256
2880,CKSAAP_TT.gap2,2256
2881,CKSAAP_TV.gap2,2256
2882,CKSAAP_TY.gap2,2256
2883,CKSAAP_VA.gap2,2256
2884,CKSAAP_VC.gap2,2256
2885,CKSAAP_VD.gap2,2256
2886,CKSAAP_VE.gap2,2256
2887,CKSAAP_VF.gap2,2256
2888,CKSAAP_VG.gap2,2256
2889,CKSAAP_VH.gap2,2256
2890,CKSAAP_VI.gap2,2256
2891,CKSAAP_VK.gap2,2256
2892,CKSAAP_VL.gap2,2256
2893,CKSAAP_VM.gap2,2256
2876,CKSAAP_TP.gap2,2256
2851,CKSAAP_SF.gap2,2256
2875,CKSAAP_TN.gap2,2256
2873,CKSAAP_TK.gap2,2256
2854,CKSAAP_SI.gap2,2256
2855,CKSAAP_SK.gap2,2256
2856,CKSAAP_SL.gap2,2256
2857,CKSAAP_SN.gap2,2256
2858,CKSAAP_SP.gap2,2256
2859,CKSAAP_SQ.gap2,2256
2860,CKSAAP_SR.gap2,2256
2862,CKSAAP_ST.gap2,2256
2863,CKSAAP_SV.gap2,2256
2864,CKSAAP_SW.gap2,2256
2865,CKSAAP_SY.gap2,2256
2866,CKSAAP_TA.gap2,2256
2867,CKSAAP_TC.gap2,2256
2869,CKSAAP_TE.gap2,2256
2870,CKSAAP_TF.gap2,2256
2871,CKSAAP_TG.gap2,2256
2872,CKSAAP_TI.gap2,2256
2874,CKSAAP_TL.gap2,2256
2805,CKSAAP_PQ.gap2,2256
2803,CKSAAP_PN.gap2,2256
2802,CKSAAP_PL.gap2,2256
2740,CKSAAP_KY.gap2,2256
2741,CKSAAP_LA.gap2,2256
2742,CKSAAP_LC.gap2,2256
2743,CKSAAP_LD.gap2,2256
2744,CKSAAP_LE.gap2,2256
2745,CKSAAP_LF.gap2,2256
2746,CKSAAP_LG.gap2,2256
2747,CKSAAP_LH.gap2,2256
2748,CKSAAP_LI.gap2,2256
2749,CKSAAP_LK.gap2,2256
2750,CKSAAP_LL.gap2,2256
2751,CKSAAP_LM.gap2,2256
2752,CKSAAP_LN.gap2,2256
2753,CKSAAP_LP.gap2,2256
2754,CKSAAP_LQ.gap2,2256
2755,CKSAAP_LR.gap2,2256
2756,CKSAAP_LS.gap2,2256
2739,CKSAAP_KV.gap2,2256
2757,CKSAAP_LT.gap2,2256
2738,CKSAAP_KT.gap2,2256
2735,CKSAAP_KQ.gap2,2256
2718,CKSAAP_IR.gap2,2256
2719,CKSAAP_IS.gap2,2256
2720,CKSAAP_IT.gap2,2256
2721,CKSAAP_IV.gap2,2256
2722,CKSAAP_IY.gap2,2256
2723,CKSAAP_KA.gap2,2256
2724,CKSAAP_KC.gap2,2256
2725,CKSAAP_KD.gap2,2256
2726,CKSAAP_KE.gap2,2256
2727,CKSAAP_KF.gap2,2256
2728,CKSAAP_KG.gap2,2256
2729,CKSAAP_KH.gap2,2256
2730,CKSAAP_KI.gap2,2256
2731,CKSAAP_KK.gap2,2256
2732,CKSAAP_KL.gap2,2256
2733,CKSAAP_KN.gap2,2256
2734,CKSAAP_KP.gap2,2256
2736,CKSAAP_KR.gap2,2256
2758,CKSAAP_LV.gap2,2256
2759,CKSAAP_LY.gap2,2256
2760,CKSAAP_MA.gap2,2256
2784,CKSAAP_NK.gap2,2256
2785,CKSAAP_NL.gap2,2256
2786,CKSAAP_NN.gap2,2256
2788,CKSAAP_NQ.gap2,2256
2789,CKSAAP_NR.gap2,2256
2790,CKSAAP_NS.gap2,2256
2791,CKSAAP_NT.gap2,2256
2792,CKSAAP_NV.gap2,2256
2793,CKSAAP_NY.gap2,2256
2794,CKSAAP_PA.gap2,2256
2795,CKSAAP_PC.gap2,2256
2796,CKSAAP_PD.gap2,2256
2797,CKSAAP_PE.gap2,2256
2798,CKSAAP_PF.gap2,2256
2799,CKSAAP_PG.gap2,2256
2800,CKSAAP_PI.gap2,2256
2801,CKSAAP_PK.gap2,2256
2783,CKSAAP_NI.gap2,2256
2782,CKSAAP_NH.gap2,2256
2781,CKSAAP_NG.gap2,2256
2780,CKSAAP_NF.gap2,2256
2761,CKSAAP_MC.gap2,2256
2762,CKSAAP_ME.gap2,2256
2764,CKSAAP_MG.gap2,2256
2765,CKSAAP_MI.gap2,2256
2766,CKSAAP_MK.gap2,2256
2767,CKSAAP_ML.gap2,2256
2768,CKSAAP_MN.gap2,2256
2769,CKSAAP_MP.gap2,2256
2894,CKSAAP_VN.gap2,2256
2770,CKSAAP_MQ.gap2,2256
2772,CKSAAP_MS.gap2,2256
2773,CKSAAP_MT.gap2,2256
2774,CKSAAP_MV.gap2,2256
2775,CKSAAP_MY.gap2,2256
2776,CKSAAP_NA.gap2,2256
2777,CKSAAP_NC.gap2,2256
2778,CKSAAP_ND.gap2,2256
2779,CKSAAP_NE.gap2,2256
2771,CKSAAP_MR.gap2,2256
3074,CKSAAP_LG.gap3,2256
2895,CKSAAP_VP.gap2,2256
2898,CKSAAP_VS.gap2,2256
3007,CKSAAP_GF.gap3,2256
3008,CKSAAP_GG.gap3,2256
3010,CKSAAP_GI.gap3,2256
3011,CKSAAP_GK.gap3,2256
3012,CKSAAP_GL.gap3,2256
3013,CKSAAP_GM.gap3,2256
3014,CKSAAP_GN.gap3,2256
3015,CKSAAP_GP.gap3,2256
3016,CKSAAP_GQ.gap3,2256
3017,CKSAAP_GR.gap3,2256
3019,CKSAAP_GT.gap3,2256
3020,CKSAAP_GV.gap3,2256
3021,CKSAAP_GY.gap3,2256
3022,CKSAAP_HA.gap3,2256
3023,CKSAAP_HG.gap3,2256
3024,CKSAAP_HH.gap3,2256
3025,CKSAAP_HI.gap3,2256
3006,CKSAAP_GE.gap3,2256
3026,CKSAAP_HK.gap3,2256
3005,CKSAAP_GD.gap3,2256
3003,CKSAAP_GA.gap3,2256
2985,CKSAAP_FA.gap3,2256
2986,CKSAAP_FC.gap3,2256
2987,CKSAAP_FD.gap3,2256
2988,CKSAAP_FE.gap3,2256
2989,CKSAAP_FF.gap3,2256
2990,CKSAAP_FG.gap3,2256
2991,CKSAAP_FI.gap3,2256
2992,CKSAAP_FK.gap3,2256
2993,CKSAAP_FL.gap3,2256
2994,CKSAAP_FM.gap3,2256
2995,CKSAAP_FN.gap3,2256
2996,CKSAAP_FP.gap3,2256
2997,CKSAAP_FQ.gap3,2256
2999,CKSAAP_FS.gap3,2256
3000,CKSAAP_FT.gap3,2256
3001,CKSAAP_FV.gap3,2256
3002,CKSAAP_FY.gap3,2256
3004,CKSAAP_GC.gap3,2256
2984,CKSAAP_EY.gap3,2256
3028,CKSAAP_HQ.gap3,2256
3030,CKSAAP_HS.gap3,2256
3053,CKSAAP_KE.gap3,2256
3054,CKSAAP_KF.gap3,2256
3055,CKSAAP_KG.gap3,2256
3056,CKSAAP_KH.gap3,2256
3057,CKSAAP_KI.gap3,2256
3058,CKSAAP_KK.gap3,2256
3059,CKSAAP_KL.gap3,2256
3060,CKSAAP_KM.gap3,2256
3061,CKSAAP_KN.gap3,2256
3063,CKSAAP_KQ.gap3,2256
3064,CKSAAP_KR.gap3,2256
3065,CKSAAP_KS.gap3,2256
3066,CKSAAP_KT.gap3,2256
3067,CKSAAP_KV.gap3,2256
3070,CKSAAP_LC.gap3,2256
3071,CKSAAP_LD.gap3,2256
3072,CKSAAP_LE.gap3,2256
3052,CKSAAP_KD.gap3,2256
3029,CKSAAP_HR.gap3,2256
3051,CKSAAP_KC.gap3,2256
3048,CKSAAP_IV.gap3,2256
3031,CKSAAP_HV.gap3,2256
3032,CKSAAP_IA.gap3,2256
3033,CKSAAP_IC.gap3,2256
3034,CKSAAP_ID.gap3,2256
3035,CKSAAP_IE.gap3,2256
3036,CKSAAP_IF.gap3,2256
3037,CKSAAP_IG.gap3,2256
3038,CKSAAP_IH.gap3,2256
3039,CKSAAP_II.gap3,2256
3040,CKSAAP_IK.gap3,2256
3041,CKSAAP_IL.gap3,2256
3042,CKSAAP_IN.gap3,2256
3043,CKSAAP_IP.gap3,2256
3044,CKSAAP_IQ.gap3,2256
3045,CKSAAP_IR.gap3,2256
3046,CKSAAP_IS.gap3,2256
3047,CKSAAP_IT.gap3,2256
3049,CKSAAP_IY.gap3,2256
2983,CKSAAP_EV.gap3,2256
2982,CKSAAP_ET.gap3,2256
2981,CKSAAP_ES.gap3,2256
2921,CKSAAP_AD.gap3,2256
2922,CKSAAP_AE.gap3,2256
2923,CKSAAP_AF.gap3,2256
2924,CKSAAP_AG.gap3,2256
2925,CKSAAP_AH.gap3,2256
2926,CKSAAP_AI.gap3,2256
2927,CKSAAP_AK.gap3,2256
2928,CKSAAP_AL.gap3,2256
2929,CKSAAP_AN.gap3,2256
2930,CKSAAP_AP.gap3,2256
2931,CKSAAP_AQ.gap3,2256
2932,CKSAAP_AR.gap3,2256
2933,CKSAAP_AS.gap3,2256
2934,CKSAAP_AT.gap3,2256
2935,CKSAAP_AV.gap3,2256
2936,CKSAAP_AY.gap3,2256
2937,CKSAAP_CA.gap3,2256
2920,CKSAAP_AC.gap3,2256
2938,CKSAAP_CC.gap3,2256
2919,CKSAAP_AA.gap3,2256
2917,CKSAAP_YV.gap2,2256
2899,CKSAAP_VT.gap2,2256
2900,CKSAAP_VV.gap2,2256
2901,CKSAAP_VY.gap2,2256
2902,CKSAAP_WP.gap2,2256
2903,CKSAAP_YA.gap2,2256
2904,CKSAAP_YC.gap2,2256
2905,CKSAAP_YD.gap2,2256
2906,CKSAAP_YE.gap2,2256
2907,CKSAAP_YF.gap2,2256
2908,CKSAAP_YG.gap2,2256
2909,CKSAAP_YI.gap2,2256
2910,CKSAAP_YK.gap2,2256
2911,CKSAAP_YL.gap2,2256
2913,CKSAAP_YP.gap2,2256
2914,CKSAAP_YR.gap2,2256
2915,CKSAAP_YS.gap2,2256
2916,CKSAAP_YT.gap2,2256
2918,CKSAAP_YY.gap2,2256
2939,CKSAAP_CF.gap3,2256
2940,CKSAAP_CG.gap3,2256
2941,CKSAAP_CI.gap3,2256
2964,CKSAAP_DT.gap3,2256
2965,CKSAAP_DV.gap3,2256
2966,CKSAAP_DY.gap3,2256
2967,CKSAAP_EA.gap3,2256
2968,CKSAAP_EC.gap3,2256
2969,CKSAAP_ED.gap3,2256
2970,CKSAAP_EE.gap3,2256
2971,CKSAAP_EF.gap3,2256
2972,CKSAAP_EG.gap3,2256
2973,CKSAAP_EH.gap3,2256
2974,CKSAAP_EI.gap3,2256
2975,CKSAAP_EK.gap3,2256
2976,CKSAAP_EL.gap3,2256
2977,CKSAAP_EN.gap3,2256
2978,CKSAAP_EP.gap3,2256
2979,CKSAAP_EQ.gap3,2256
2980,CKSAAP_ER.gap3,2256
2963,CKSAAP_DS.gap3,2256
2962,CKSAAP_DR.gap3,2256
2961,CKSAAP_DQ.gap3,2256
2960,CKSAAP_DP.gap3,2256
2942,CKSAAP_CK.gap3,2256
2943,CKSAAP_CL.gap3,2256
2944,CKSAAP_CN.gap3,2256
2945,CKSAAP_CP.gap3,2256
2946,CKSAAP_CR.gap3,2256
2947,CKSAAP_CS.gap3,2256
2948,CKSAAP_CT.gap3,2256
2949,CKSAAP_CV.gap3,2256
2896,CKSAAP_VQ.gap2,2256
2950,CKSAAP_DA.gap3,2256
2952,CKSAAP_DD.gap3,2256
2953,CKSAAP_DE.gap3,2256
2954,CKSAAP_DF.gap3,2256
2955,CKSAAP_DG.gap3,2256
2956,CKSAAP_DI.gap3,2256
2957,CKSAAP_DK.gap3,2256
2958,CKSAAP_DL.gap3,2256
2959,CKSAAP_DN.gap3,2256
2951,CKSAAP_DC.gap3,2256
2108,CKSAAP_ND.gap0,2256
1839,KSCTriad_g6.g6.g2.gap0,2256
2106,CKSAAP_NA.gap0,2256
927,DDE_MS,2256
928,DDE_MT,2256
929,DDE_MV,2256
930,DDE_MW,2256
931,DDE_MY,2256
934,DDE_ND,2256
935,DDE_NE,2256
936,DDE_NF,2256
938,DDE_NH,2256
925,DDE_MQ,2256
939,DDE_NI,2256
942,DDE_NM,2256
943,DDE_NN,2256
944,DDE_NP,2256
945,DDE_NQ,2256
946,DDE_NR,2256
947,DDE_NS,2256
948,DDE_NT,2256
949,DDE_NV,2256
950,DDE_NW,2256
940,DDE_NK,2256
923,DDE_MN,2256
922,DDE_MM,2256
921,DDE_ML,2256
887,DDE_KS,2256
890,DDE_KW,2256
891,DDE_KY,2256
893,DDE_LC,2256
894,DDE_LD,2256
896,DDE_LF,2256
898,DDE_LH,2256
902,DDE_LM,2256
903,DDE_LN,2256
905,DDE_LQ,2256
907,DDE_LS,2256
908,DDE_LT,2256
910,DDE_LW,2256
911,DDE_LY,2256
912,DDE_MA,2256
913,DDE_MC,2256
914,DDE_MD,2256
916,DDE_MF,2256
917,DDE_MG,2256
918,DDE_MH,2256
919,DDE_MI,2256
951,DDE_NY,2256
883,DDE_KN,2256
952,DDE_PA,2256
956,DDE_PF,2256
989,DDE_QV,2256
990,DDE_QW,2256
993,DDE_RC,2256
994,DDE_RD,2256
995,DDE_RE,2256
1002,DDE_RM,2256
1003,DDE_RN,2256
1006,DDE_RR,2256
1008,DDE_RT,2256
988,DDE_QT,2256
1013,DDE_SC,2256
1016,DDE_SF,2256
1019,DDE_SI,2256
1020,DDE_SK,2256
1021,DDE_SL,2256
1022,DDE_SM,2256
1024,DDE_SP,2256
1025,DDE_SQ,2256
1026,DDE_SR,2256
1027,DDE_SS,2256
1015,DDE_SE,2256
987,DDE_QS,2256
984,DDE_QP,2256
983,DDE_QN,2256
958,DDE_PH,2256
959,DDE_PI,2256
960,DDE_PK,2256
961,DDE_PL,2256
962,DDE_PM,2256
963,DDE_PN,2256
965,DDE_PQ,2256
967,DDE_PS,2256
968,DDE_PT,2256
969,DDE_PV,2256
970,DDE_PW,2256
971,DDE_PY,2256
972,DDE_QA,2256
973,DDE_QC,2256
974,DDE_QD,2256
976,DDE_QF,2256
977,DDE_QG,2256
978,DDE_QH,2256
980,DDE_QK,2256
981,DDE_QL,2256
982,DDE_QM,2256
954,DDE_PD,2256
1028,DDE_ST,2256
882,DDE_KM,2256
876,DDE_KF,2256
778,DDE_EH,2256
779,DDE_EI,2256
780,DDE_EK,2256
781,DDE_EL,2256
782,DDE_EM,2256
784,DDE_EP,2256
786,DDE_ER,2256
787,DDE_ES,2256
788,DDE_ET,2256
777,DDE_EG,2256
789,DDE_EV,2256
791,DDE_EY,2256
792,DDE_FA,2256
793,DDE_FC,2256
795,DDE_FE,2256
796,DDE_FF,2256
797,DDE_FG,2256
798,DDE_FH,2256
799,DDE_FI,2256
800,DDE_FK,2256
790,DDE_EW,2256
776,DDE_EF,2256
775,DDE_EE,2256
773,DDE_EC,2256
750,DDE_CW,2256
751,DDE_CY,2256
753,DDE_DC,2256
754,DDE_DD,2256
755,DDE_DE,2256
756,DDE_DF,2256
757,DDE_DG,2256
758,DDE_DH,2256
759,DDE_DI,2256
760,DDE_DK,2256
761,DDE_DL,2256
762,DDE_DM,2256
763,DDE_DN,2256
764,DDE_DP,2256
765,DDE_DQ,2256
766,DDE_DR,2256
767,DDE_DS,2256
768,DDE_DT,2256
770,DDE_DW,2256
771,DDE_DY,2256
