,feature name,rank
3602,OVP_Positive_N1,727
3406,ABHPRK__9,727
2688,CKSAAP_GR.gap2,727
2633,CKSAAP_DN.gap2,727
637,CTriad_g5.g5.g2,727
1484,GTPC_alphaticr.alphaticr.negativecharger,727
42,CKSAAGP_uncharger.postivecharger.gap0,727
3381,QSO3_G_T,727
104,CKSAAGP_aromatic.uncharger.gap3,727
3437,ABHPRK__47,727
1453,GAAC_postivecharge,727
184,CTDC_hydrophobicity_CASG920101.G3,727
620,CTriad_g5.g2.g5,727
52,CKSAAGP_aromatic.postivecharger.gap1,727
186,CTDC_hydrophobicity_ENGD860101.G2,727
731,DDE_AY,727
3639,OVP_Imino_acid_N4,727
51,CKSAAGP_aromatic.aromatic.gap1,727
573,CTriad_g4.g1.g2,727
208,CTDC_solventaccess.G3,727
210,CTDD_hydrophobicity_PRAM900101.1.residue25,727
361,CTDD_charge.1.residue50,727
79,CKSAAGP_aromatic.uncharger.gap2,727
3570,Z5__36,727
353,CTDD_polarizability.2.residue100,727
347,CTDD_polarizability.1.residue75,727
74,CKSAAGP_alphaticr.uncharger.gap2,727
364,CTDD_charge.2.residue0,727
341,CTDD_polarity.3.residue50,727
3584,formula_S,727
327,CTDD_normwaalsvolume.3.residue75,727
323,CTDD_normwaalsvolume.2.residue100,727
75,CKSAAGP_aromatic.alphaticr.gap2,727
301,CTDD_hydrophobicity_FASG890101.1.residue50,727
268,CTDD_hydrophobicity_PONP930101.3.residue100,727
339,CTDD_polarity.3.residue0,727
3637,OVP_Charged_N4,727
3565,Z5__31,727
417,CTDT_hydrophobicity_CASG920101.Tr1331,727
1105,DDE_YQ,727
542,CTriad_g3.g2.g6,727
540,CTriad_g3.g2.g4,727
537,CTriad_g3.g2.g1,727
3477,Ez__4,727
218,CTDD_hydrophobicity_PRAM900101.2.residue100,727
401,CTDD_solventaccess.3.residue50,727
519,CTriad_g2.g6.g1,727
3653,OVP_Polar_C2,727
1491,GTPC_alphaticr.postivecharger.alphaticr,727
3561,Z5__27,727
430,CTDT_polarity.Tr2332,727
420,CTDT_hydrophobicity_ENGD860101.Tr1331,727
223,CTDD_hydrophobicity_PRAM900101.3.residue100,727
3524,Z3__8,727
3636,OVP_Tiny_N4,727
248,CTDD_hydrophobicity_ZIMJ680101.2.residue100,727
3618,OVP_Small_N2,727
2601,CKSAAP_AR.gap2,727
2839,CKSAAP_RN.gap2,727
120,CKSAAGP_alphaticr.alphaticr.gap4,727
139,CKSAAGP_negativecharger.uncharger.gap4,727
3633,OVP_Polar_N4,727
33,CKSAAGP_postivecharger.negativecharger.gap0,727
3615,OVP_Aliphatic_N2,727
721,DDE_AL,727
3350,QSO3_SC_C,727
3351,QSO3_SC_Q,727
35,CKSAAGP_negativecharger.alphaticr.gap0,727
159,CKSAAGP_postivecharger.uncharger.gap5,727
5,AAC_Q,727
720,DDE_AK,727
3358,QSO3_SC_M,727
1287,DPC_LW,727
3607,OVP_Charged_N1,727
1322,DPC_PE,727
1482,GTPC_alphaticr.alphaticr.aromatic,727
3675,OVP_Aliphatic_C4,727
3612,OVP_Positive_N2,727
15,AAC_S,727
147,CKSAAGP_alphaticr.postivecharger.gap5,727
13,AAC_F,727
2763,CKSAAP_MF.gap2,727
3314,SER_L,727
1538,GTPC_postivecharger.postivecharger.postivecharger,727
1568,GTPC_negativecharger.uncharger.alphaticr,727
723,DDE_AN,727
14,AAC_P,833
2270,CKSAAP_AR.gap1,833
640,CTriad_g5.g5.g5,833
859,DDE_II,833
371,CTDD_charge.3.residue50,833
3483,Ez__10,833
996,DDE_RF,833
1884,APAAC_Pc1.W,833
953,DDE_PC,833
2897,CKSAAP_VR.gap2,833
10,AAC_L,833
418,CTDT_hydrophobicity_CASG920101.Tr2332,833
857,DDE_IG,833
1890,APAAC_Pc2.Hydrophilicity.2,833
3622,OVP_Positive_N3,833
3630,OVP_Aromatic_N4,833
2503,CKSAAP_RL.gap1,833
1058,DDE_VH,833
3068,CKSAAP_KY.gap3,833
733,DDE_CC,833
794,DDE_FD,833
812,DDE_GA,833
117,CKSAAGP_uncharger.postivecharger.gap3,833
2508,CKSAAP_RR.gap1,833
1518,GTPC_aromatic.negativecharger.alphaticr,833
1065,DDE_VQ,833
64,CKSAAGP_negativecharger.uncharger.gap1,833
3062,CKSAAP_KP.gap3,833
30,CKSAAGP_postivecharger.alphaticr.gap0,833
3298,RRI_Q,833
89,CKSAAGP_negativecharger.uncharger.gap2,833
3580,formula_C,833
2504,CKSAAP_RM.gap1,833
3115,CKSAAP_NR.gap3,833
749,DDE_CV,833
2523,CKSAAP_SM.gap1,2256
2518,CKSAAP_SG.gap1,2256
2521,CKSAAP_SK.gap1,2256
2680,CKSAAP_GG.gap2,2256
2519,CKSAAP_SH.gap1,2256
2520,CKSAAP_SI.gap1,2256
2522,CKSAAP_SL.gap1,2256
2514,CKSAAP_SC.gap1,2256
2681,CKSAAP_GI.gap2,2256
2686,CKSAAP_GP.gap2,2256
2687,CKSAAP_GQ.gap2,2256
2505,CKSAAP_RN.gap1,2256
2689,CKSAAP_GS.gap2,2256
2509,CKSAAP_RS.gap1,2256
2690,CKSAAP_GT.gap2,2256
2510,CKSAAP_RT.gap1,2256
2511,CKSAAP_RV.gap1,2256
2512,CKSAAP_RY.gap1,2256
2684,CKSAAP_GM.gap2,2256
2691,CKSAAP_GV.gap2,2256
2683,CKSAAP_GL.gap2,2256
2513,CKSAAP_SA.gap1,2256
2692,CKSAAP_GY.gap2,2256
2695,CKSAAP_HH.gap2,2256
2515,CKSAAP_SD.gap1,2256
2682,CKSAAP_GK.gap2,2256
2517,CKSAAP_SF.gap1,2256
2585,CKSAAP_YV.gap1,2256
2494,CKSAAP_RA.gap1,2256
2501,CKSAAP_RI.gap1,2256
2707,CKSAAP_ID.gap2,2256
2468,CKSAAP_PL.gap1,2256
2467,CKSAAP_PK.gap1,2256
2466,CKSAAP_PI.gap1,2256
2708,CKSAAP_IE.gap2,2256
2465,CKSAAP_PH.gap1,2256
2464,CKSAAP_PG.gap1,2256
2463,CKSAAP_PF.gap1,2256
2462,CKSAAP_PE.gap1,2256
2709,CKSAAP_IF.gap2,2256
2461,CKSAAP_PD.gap1,2256
2460,CKSAAP_PC.gap1,2256
2710,CKSAAP_IG.gap2,2256
2711,CKSAAP_IH.gap2,2256
2459,CKSAAP_PA.gap1,2256
2458,CKSAAP_NY.gap1,2256
2457,CKSAAP_NV.gap1,2256
2713,CKSAAP_IK.gap2,2256
2444,CKSAAP_NE.gap1,2256
2712,CKSAAP_II.gap2,2256
2445,CKSAAP_NF.gap1,2256
2446,CKSAAP_NG.gap1,2256
2447,CKSAAP_NH.gap1,2256
2470,CKSAAP_PP.gap1,2256
2448,CKSAAP_NI.gap1,2256
2450,CKSAAP_NL.gap1,2256
2451,CKSAAP_NN.gap1,2256
2453,CKSAAP_NQ.gap1,2256
2454,CKSAAP_NR.gap1,2256
2455,CKSAAP_NS.gap1,2256
2456,CKSAAP_NT.gap1,2256
2449,CKSAAP_NK.gap1,2256
2471,CKSAAP_PQ.gap1,2256
2472,CKSAAP_PR.gap1,2256
2706,CKSAAP_IC.gap2,2256
2488,CKSAAP_QQ.gap1,2256
2700,CKSAAP_HP.gap2,2256
2699,CKSAAP_HN.gap2,2256
2698,CKSAAP_HL.gap2,2256
2490,CKSAAP_QS.gap1,2256
2491,CKSAAP_QT.gap1,2256
2487,CKSAAP_QP.gap1,2256
2492,CKSAAP_QV.gap1,2256
2495,CKSAAP_RC.gap1,2256
2496,CKSAAP_RD.gap1,2256
2697,CKSAAP_HK.gap2,2256
2497,CKSAAP_RE.gap1,2256
2499,CKSAAP_RG.gap1,2256
2500,CKSAAP_RH.gap1,2256
2524,CKSAAP_SN.gap1,2256
2696,CKSAAP_HI.gap2,2256
2486,CKSAAP_QN.gap1,2256
2702,CKSAAP_HS.gap2,2256
2473,CKSAAP_PS.gap1,2256
2474,CKSAAP_PT.gap1,2256
2475,CKSAAP_PV.gap1,2256
2476,CKSAAP_PY.gap1,2256
2705,CKSAAP_IA.gap2,2256
2478,CKSAAP_QC.gap1,2256
2701,CKSAAP_HR.gap2,2256
2704,CKSAAP_HV.gap2,2256
2480,CKSAAP_QE.gap1,2256
2703,CKSAAP_HT.gap2,2256
2481,CKSAAP_QF.gap1,2256
2482,CKSAAP_QG.gap1,2256
2483,CKSAAP_QI.gap1,2256
2484,CKSAAP_QK.gap1,2256
2479,CKSAAP_QD.gap1,2256
2679,CKSAAP_GF.gap2,2256
2551,CKSAAP_VC.gap1,2256
2678,CKSAAP_GE.gap2,2256
2618,CKSAAP_CR.gap2,2256
2619,CKSAAP_CS.gap2,2256
2620,CKSAAP_CT.gap2,2256
2621,CKSAAP_CV.gap2,2256
2574,CKSAAP_YF.gap1,2256
2622,CKSAAP_CY.gap2,2256
2623,CKSAAP_DA.gap2,2256
2624,CKSAAP_DC.gap2,2256
2625,CKSAAP_DD.gap2,2256
2573,CKSAAP_YE.gap1,2256
2626,CKSAAP_DE.gap2,2256
2628,CKSAAP_DG.gap2,2256
2629,CKSAAP_DH.gap2,2256
2572,CKSAAP_YD.gap1,2256
2571,CKSAAP_YC.gap1,2256
2630,CKSAAP_DI.gap2,2256
2631,CKSAAP_DK.gap2,2256
2647,CKSAAP_EI.gap2,2256
2646,CKSAAP_EH.gap2,2256
2645,CKSAAP_EG.gap2,2256
2644,CKSAAP_EF.gap2,2256
2643,CKSAAP_EE.gap2,2256
2642,CKSAAP_ED.gap2,2256
2617,CKSAAP_CQ.gap2,2256
2641,CKSAAP_EA.gap2,2256
2639,CKSAAP_DV.gap2,2256
2637,CKSAAP_DS.gap2,2256
2636,CKSAAP_DR.gap2,2256
2635,CKSAAP_DQ.gap2,2256
2634,CKSAAP_DP.gap2,2256
2632,CKSAAP_DL.gap2,2256
2640,CKSAAP_DY.gap2,2256
2648,CKSAAP_EK.gap2,2256
2616,CKSAAP_CP.gap2,2256
2613,CKSAAP_CK.gap2,2256
2584,CKSAAP_YT.gap1,2256
2583,CKSAAP_YS.gap1,2256
2586,CKSAAP_YY.gap1,2256
2587,CKSAAP_AA.gap2,2256
2588,CKSAAP_AC.gap2,2256
2580,CKSAAP_YP.gap1,2256
2589,CKSAAP_AD.gap2,2256
2579,CKSAAP_YN.gap1,2256
2591,CKSAAP_AF.gap2,2256
2592,CKSAAP_AG.gap2,2256
2593,CKSAAP_AH.gap2,2256
2594,CKSAAP_AI.gap2,2256
2595,CKSAAP_AK.gap2,2256
2596,CKSAAP_AL.gap2,2256
2597,CKSAAP_AM.gap2,2256
2598,CKSAAP_AN.gap2,2256
2599,CKSAAP_AP.gap2,2256
2612,CKSAAP_CI.gap2,2256
2611,CKSAAP_CH.gap2,2256
2610,CKSAAP_CG.gap2,2256
2609,CKSAAP_CE.gap2,2256
2608,CKSAAP_CD.gap2,2256
2607,CKSAAP_CC.gap2,2256
2615,CKSAAP_CN.gap2,2256
2606,CKSAAP_CA.gap2,2256
2604,CKSAAP_AV.gap2,2256
2603,CKSAAP_AT.gap2,2256
2576,CKSAAP_YI.gap1,2256
2602,CKSAAP_AS.gap2,2256
2577,CKSAAP_YK.gap1,2256
2600,CKSAAP_AQ.gap2,2256
2605,CKSAAP_AY.gap2,2256
2525,CKSAAP_SP.gap1,2256
2649,CKSAAP_EL.gap2,2256
2651,CKSAAP_EP.gap2,2256
2549,CKSAAP_TY.gap1,2256
2548,CKSAAP_TV.gap1,2256
2670,CKSAAP_FR.gap2,2256
2547,CKSAAP_TT.gap1,2256
2546,CKSAAP_TS.gap1,2256
2545,CKSAAP_TR.gap1,2256
2671,CKSAAP_FS.gap2,2256
2544,CKSAAP_TQ.gap1,2256
2543,CKSAAP_TP.gap1,2256
2672,CKSAAP_FT.gap2,2256
2542,CKSAAP_TN.gap1,2256
2541,CKSAAP_TL.gap1,2256
2540,CKSAAP_TK.gap1,2256
2673,CKSAAP_FV.gap2,2256
2539,CKSAAP_TI.gap1,2256
2538,CKSAAP_TH.gap1,2256
2537,CKSAAP_TG.gap1,2256
2526,CKSAAP_SQ.gap1,2256
2677,CKSAAP_GD.gap2,2256
2676,CKSAAP_GC.gap2,2256
2528,CKSAAP_SS.gap1,2256
2529,CKSAAP_ST.gap1,2256
2530,CKSAAP_SV.gap1,2256
2550,CKSAAP_VA.gap1,2256
2675,CKSAAP_GA.gap2,2256
2674,CKSAAP_FY.gap2,2256
2532,CKSAAP_TA.gap1,2256
2533,CKSAAP_TC.gap1,2256
2534,CKSAAP_TD.gap1,2256
2535,CKSAAP_TE.gap1,2256
2536,CKSAAP_TF.gap1,2256
2531,CKSAAP_SY.gap1,2256
2650,CKSAAP_EN.gap2,2256
2552,CKSAAP_VD.gap1,2256
2554,CKSAAP_VF.gap1,2256
2652,CKSAAP_EQ.gap2,2256
2653,CKSAAP_ER.gap2,2256
2654,CKSAAP_ES.gap2,2256
2655,CKSAAP_ET.gap2,2256
2656,CKSAAP_EV.gap2,2256
2657,CKSAAP_EY.gap2,2256
2658,CKSAAP_FA.gap2,2256
2659,CKSAAP_FC.gap2,2256
2660,CKSAAP_FD.gap2,2256
2661,CKSAAP_FE.gap2,2256
2662,CKSAAP_FF.gap2,2256
2663,CKSAAP_FG.gap2,2256
2664,CKSAAP_FI.gap2,2256
2569,CKSAAP_WL.gap1,2256
2568,CKSAAP_VY.gap1,2256
2567,CKSAAP_VV.gap1,2256
2566,CKSAAP_VT.gap1,2256
2555,CKSAAP_VG.gap1,2256
2556,CKSAAP_VH.gap1,2256
2558,CKSAAP_VK.gap1,2256
2559,CKSAAP_VL.gap1,2256
2560,CKSAAP_VM.gap1,2256
2561,CKSAAP_VN.gap1,2256
2553,CKSAAP_VE.gap1,2256
2562,CKSAAP_VP.gap1,2256
2564,CKSAAP_VR.gap1,2256
2669,CKSAAP_FQ.gap2,2256
2565,CKSAAP_VS.gap1,2256
2668,CKSAAP_FP.gap2,2256
2667,CKSAAP_FN.gap2,2256
2666,CKSAAP_FL.gap2,2256
2563,CKSAAP_VQ.gap1,2256
2443,CKSAAP_ND.gap1,2256
2272,CKSAAP_AT.gap1,2256
2441,CKSAAP_MV.gap1,2256
2211,CKSAAP_TQ.gap0,2256
2212,CKSAAP_TR.gap0,2256
2213,CKSAAP_TS.gap0,2256
2214,CKSAAP_TT.gap0,2256
2215,CKSAAP_TV.gap0,2256
2216,CKSAAP_TY.gap0,2256
2217,CKSAAP_VA.gap0,2256
2210,CKSAAP_TP.gap0,2256
2218,CKSAAP_VC.gap0,2256
2220,CKSAAP_VE.gap0,2256
2221,CKSAAP_VF.gap0,2256
2222,CKSAAP_VG.gap0,2256
2223,CKSAAP_VH.gap0,2256
2224,CKSAAP_VI.gap0,2256
2225,CKSAAP_VK.gap0,2256
2226,CKSAAP_VL.gap0,2256
2219,CKSAAP_VD.gap0,2256
2227,CKSAAP_VM.gap0,2256
2209,CKSAAP_TN.gap0,2256
2207,CKSAAP_TK.gap0,2256
2191,CKSAAP_SP.gap0,2256
2192,CKSAAP_SQ.gap0,2256
2193,CKSAAP_SR.gap0,2256
2194,CKSAAP_SS.gap0,2256
2195,CKSAAP_ST.gap0,2256
2196,CKSAAP_SV.gap0,2256
2197,CKSAAP_SW.gap0,2256
2208,CKSAAP_TL.gap0,2256
2198,CKSAAP_SY.gap0,2256
2200,CKSAAP_TC.gap0,2256
2201,CKSAAP_TD.gap0,2256
2202,CKSAAP_TE.gap0,2256
2203,CKSAAP_TF.gap0,2256
2204,CKSAAP_TG.gap0,2256
2205,CKSAAP_TH.gap0,2256
2206,CKSAAP_TI.gap0,2256
2199,CKSAAP_TA.gap0,2256
2228,CKSAAP_VN.gap0,2256
2229,CKSAAP_VP.gap0,2256
2230,CKSAAP_VQ.gap0,2256
2252,CKSAAP_YS.gap0,2256
2253,CKSAAP_YT.gap0,2256
2254,CKSAAP_YV.gap0,2256
2255,CKSAAP_YY.gap0,2256
2256,CKSAAP_AA.gap1,2256
2257,CKSAAP_AC.gap1,2256
2258,CKSAAP_AD.gap1,2256
2251,CKSAAP_YR.gap0,2256
2259,CKSAAP_AE.gap1,2256
2261,CKSAAP_AG.gap1,2256
2262,CKSAAP_AH.gap1,2256
2263,CKSAAP_AI.gap1,2256
2264,CKSAAP_AK.gap1,2256
2265,CKSAAP_AL.gap1,2256
2266,CKSAAP_AM.gap1,2256
2267,CKSAAP_AN.gap1,2256
2260,CKSAAP_AF.gap1,2256
2250,CKSAAP_YQ.gap0,2256
2249,CKSAAP_YP.gap0,2256
2248,CKSAAP_YN.gap0,2256
2231,CKSAAP_VR.gap0,2256
2232,CKSAAP_VS.gap0,2256
2233,CKSAAP_VT.gap0,2256
2234,CKSAAP_VV.gap0,2256
2235,CKSAAP_VW.gap0,2256
2236,CKSAAP_VY.gap0,2256
2237,CKSAAP_WG.gap0,2256
2238,CKSAAP_WK.gap0,2256
2239,CKSAAP_YA.gap0,2256
2240,CKSAAP_YC.gap0,2256
2241,CKSAAP_YD.gap0,2256
2242,CKSAAP_YE.gap0,2256
2243,CKSAAP_YF.gap0,2256
2244,CKSAAP_YG.gap0,2256
2245,CKSAAP_YI.gap0,2256
2246,CKSAAP_YK.gap0,2256
2247,CKSAAP_YL.gap0,2256
2190,CKSAAP_SN.gap0,2256
2268,CKSAAP_AP.gap1,2256
2189,CKSAAP_SM.gap0,2256
2187,CKSAAP_SK.gap0,2256
2130,CKSAAP_PH.gap0,2256
2131,CKSAAP_PI.gap0,2256
2132,CKSAAP_PK.gap0,2256
2133,CKSAAP_PL.gap0,2256
2134,CKSAAP_PN.gap0,2256
2135,CKSAAP_PP.gap0,2256
2136,CKSAAP_PQ.gap0,2256
2129,CKSAAP_PG.gap0,2256
2137,CKSAAP_PR.gap0,2256
2139,CKSAAP_PT.gap0,2256
2140,CKSAAP_PV.gap0,2256
2141,CKSAAP_PW.gap0,2256
2142,CKSAAP_PY.gap0,2256
2143,CKSAAP_QA.gap0,2256
2144,CKSAAP_QC.gap0,2256
2145,CKSAAP_QD.gap0,2256
2138,CKSAAP_PS.gap0,2256
2146,CKSAAP_QE.gap0,2256
2128,CKSAAP_PF.gap0,2256
2126,CKSAAP_PD.gap0,2256
2110,CKSAAP_NF.gap0,2256
2111,CKSAAP_NG.gap0,2256
2112,CKSAAP_NH.gap0,2256
2113,CKSAAP_NI.gap0,2256
2114,CKSAAP_NK.gap0,2256
2115,CKSAAP_NL.gap0,2256
2116,CKSAAP_NN.gap0,2256
2127,CKSAAP_PE.gap0,2256
2117,CKSAAP_NP.gap0,2256
2119,CKSAAP_NR.gap0,2256
2120,CKSAAP_NS.gap0,2256
2121,CKSAAP_NT.gap0,2256
2122,CKSAAP_NV.gap0,2256
2123,CKSAAP_NY.gap0,2256
2124,CKSAAP_PA.gap0,2256
2125,CKSAAP_PC.gap0,2256
2118,CKSAAP_NQ.gap0,2256
2147,CKSAAP_QF.gap0,2256
2148,CKSAAP_QG.gap0,2256
2149,CKSAAP_QH.gap0,2256
2171,CKSAAP_RN.gap0,2256
2172,CKSAAP_RP.gap0,2256
2173,CKSAAP_RQ.gap0,2256
2174,CKSAAP_RR.gap0,2256
2175,CKSAAP_RS.gap0,2256
2176,CKSAAP_RT.gap0,2256
2177,CKSAAP_RV.gap0,2256
2170,CKSAAP_RM.gap0,2256
2178,CKSAAP_RY.gap0,2256
2180,CKSAAP_SC.gap0,2256
2181,CKSAAP_SD.gap0,2256
2182,CKSAAP_SE.gap0,2256
2183,CKSAAP_SF.gap0,2256
2184,CKSAAP_SG.gap0,2256
2185,CKSAAP_SH.gap0,2256
2186,CKSAAP_SI.gap0,2256
2179,CKSAAP_SA.gap0,2256
2169,CKSAAP_RL.gap0,2256
2168,CKSAAP_RK.gap0,2256
2167,CKSAAP_RI.gap0,2256
2150,CKSAAP_QI.gap0,2256
2151,CKSAAP_QK.gap0,2256
2152,CKSAAP_QL.gap0,2256
2153,CKSAAP_QN.gap0,2256
2154,CKSAAP_QP.gap0,2256
2155,CKSAAP_QQ.gap0,2256
2156,CKSAAP_QR.gap0,2256
2157,CKSAAP_QS.gap0,2256
2158,CKSAAP_QT.gap0,2256
2159,CKSAAP_QV.gap0,2256
2160,CKSAAP_RA.gap0,2256
2161,CKSAAP_RC.gap0,2256
2162,CKSAAP_RD.gap0,2256
2163,CKSAAP_RE.gap0,2256
2164,CKSAAP_RF.gap0,2256
2165,CKSAAP_RG.gap0,2256
2166,CKSAAP_RH.gap0,2256
2188,CKSAAP_SL.gap0,2256
2269,CKSAAP_AQ.gap1,2256
2271,CKSAAP_AS.gap1,2256
2714,CKSAAP_IL.gap2,2256
2382,CKSAAP_IN.gap1,2256
2383,CKSAAP_IP.gap1,2256
2384,CKSAAP_IQ.gap1,2256
2385,CKSAAP_IR.gap1,2256
2386,CKSAAP_IS.gap1,2256
2387,CKSAAP_IT.gap1,2256
2388,CKSAAP_IV.gap1,2256
2381,CKSAAP_IL.gap1,2256
2389,CKSAAP_IY.gap1,2256
2391,CKSAAP_KC.gap1,2256
2392,CKSAAP_KD.gap1,2256
2393,CKSAAP_KE.gap1,2256
2394,CKSAAP_KF.gap1,2256
2395,CKSAAP_KG.gap1,2256
2396,CKSAAP_KH.gap1,2256
2397,CKSAAP_KI.gap1,2256
2390,CKSAAP_KA.gap1,2256
2398,CKSAAP_KK.gap1,2256
2380,CKSAAP_IK.gap1,2256
2378,CKSAAP_IH.gap1,2256
2361,CKSAAP_HD.gap1,2256
2362,CKSAAP_HE.gap1,2256
2363,CKSAAP_HF.gap1,2256
2364,CKSAAP_HG.gap1,2256
2365,CKSAAP_HI.gap1,2256
2366,CKSAAP_HK.gap1,2256
2367,CKSAAP_HL.gap1,2256
2379,CKSAAP_II.gap1,2256
2368,CKSAAP_HQ.gap1,2256
2370,CKSAAP_HS.gap1,2256
2372,CKSAAP_IA.gap1,2256
2373,CKSAAP_IC.gap1,2256
2374,CKSAAP_ID.gap1,2256
2375,CKSAAP_IE.gap1,2256
2376,CKSAAP_IF.gap1,2256
2377,CKSAAP_IG.gap1,2256
2369,CKSAAP_HR.gap1,2256
2399,CKSAAP_KL.gap1,2256
2400,CKSAAP_KM.gap1,2256
2401,CKSAAP_KN.gap1,2256
2425,CKSAAP_LT.gap1,2256
2426,CKSAAP_LV.gap1,2256
2427,CKSAAP_LY.gap1,2256
2428,CKSAAP_MA.gap1,2256
2429,CKSAAP_MD.gap1,2256
2430,CKSAAP_ME.gap1,2256
2431,CKSAAP_MF.gap1,2256
2424,CKSAAP_LS.gap1,2256
2432,CKSAAP_MG.gap1,2256
2434,CKSAAP_MK.gap1,2256
2435,CKSAAP_ML.gap1,2256
2436,CKSAAP_MN.gap1,2256
2437,CKSAAP_MQ.gap1,2256
2438,CKSAAP_MR.gap1,2256
2439,CKSAAP_MS.gap1,2256
2440,CKSAAP_MT.gap1,2256
2433,CKSAAP_MI.gap1,2256
2422,CKSAAP_LQ.gap1,2256
2421,CKSAAP_LP.gap1,2256
2420,CKSAAP_LN.gap1,2256
2402,CKSAAP_KP.gap1,2256
2403,CKSAAP_KQ.gap1,2256
2404,CKSAAP_KR.gap1,2256
2405,CKSAAP_KS.gap1,2256
2406,CKSAAP_KT.gap1,2256
2407,CKSAAP_KV.gap1,2256
2408,CKSAAP_KY.gap1,2256
2409,CKSAAP_LA.gap1,2256
2410,CKSAAP_LC.gap1,2256
2411,CKSAAP_LD.gap1,2256
2412,CKSAAP_LE.gap1,2256
2413,CKSAAP_LF.gap1,2256
2414,CKSAAP_LG.gap1,2256
2415,CKSAAP_LH.gap1,2256
2416,CKSAAP_LI.gap1,2256
2417,CKSAAP_LK.gap1,2256
2419,CKSAAP_LM.gap1,2256
2360,CKSAAP_HA.gap1,2256
2359,CKSAAP_GY.gap1,2256
2358,CKSAAP_GW.gap1,2256
2357,CKSAAP_GV.gap1,2256
2297,CKSAAP_DI.gap1,2256
2298,CKSAAP_DK.gap1,2256
2299,CKSAAP_DL.gap1,2256
2300,CKSAAP_DN.gap1,2256
2301,CKSAAP_DP.gap1,2256
2302,CKSAAP_DQ.gap1,2256
2303,CKSAAP_DR.gap1,2256
2296,CKSAAP_DG.gap1,2256
2304,CKSAAP_DS.gap1,2256
2306,CKSAAP_DV.gap1,2256
2307,CKSAAP_DY.gap1,2256
2308,CKSAAP_EA.gap1,2256
2309,CKSAAP_EC.gap1,2256
2310,CKSAAP_ED.gap1,2256
2311,CKSAAP_EE.gap1,2256
2312,CKSAAP_EF.gap1,2256
2305,CKSAAP_DT.gap1,2256
2295,CKSAAP_DF.gap1,2256
2294,CKSAAP_DE.gap1,2256
2293,CKSAAP_DD.gap1,2256
2273,CKSAAP_AV.gap1,2256
2275,CKSAAP_CA.gap1,2256
2276,CKSAAP_CC.gap1,2256
2277,CKSAAP_CD.gap1,2256
2278,CKSAAP_CE.gap1,2256
2279,CKSAAP_CF.gap1,2256
2281,CKSAAP_CI.gap1,2256
2282,CKSAAP_CK.gap1,2256
2283,CKSAAP_CL.gap1,2256
2284,CKSAAP_CN.gap1,2256
2285,CKSAAP_CP.gap1,2256
2286,CKSAAP_CR.gap1,2256
2287,CKSAAP_CS.gap1,2256
2289,CKSAAP_CV.gap1,2256
2290,CKSAAP_CY.gap1,2256
2291,CKSAAP_DA.gap1,2256
2292,CKSAAP_DC.gap1,2256
2313,CKSAAP_EG.gap1,2256
2442,CKSAAP_NA.gap1,2256
2314,CKSAAP_EI.gap1,2256
2316,CKSAAP_EL.gap1,2256
2339,CKSAAP_FV.gap1,2256
2340,CKSAAP_GA.gap1,2256
2342,CKSAAP_GD.gap1,2256
2343,CKSAAP_GE.gap1,2256
2344,CKSAAP_GF.gap1,2256
2345,CKSAAP_GG.gap1,2256
2346,CKSAAP_GH.gap1,2256
2338,CKSAAP_FT.gap1,2256
2347,CKSAAP_GI.gap1,2256
2350,CKSAAP_GM.gap1,2256
2351,CKSAAP_GN.gap1,2256
2352,CKSAAP_GP.gap1,2256
2353,CKSAAP_GQ.gap1,2256
2354,CKSAAP_GR.gap1,2256
2355,CKSAAP_GS.gap1,2256
2356,CKSAAP_GT.gap1,2256
2348,CKSAAP_GK.gap1,2256
2337,CKSAAP_FS.gap1,2256
2336,CKSAAP_FR.gap1,2256
2335,CKSAAP_FQ.gap1,2256
2317,CKSAAP_EN.gap1,2256
2318,CKSAAP_EP.gap1,2256
2319,CKSAAP_EQ.gap1,2256
2320,CKSAAP_ER.gap1,2256
2321,CKSAAP_ES.gap1,2256
2322,CKSAAP_ET.gap1,2256
2323,CKSAAP_EV.gap1,2256
2324,CKSAAP_EY.gap1,2256
2325,CKSAAP_FA.gap1,2256
2326,CKSAAP_FD.gap1,2256
2327,CKSAAP_FE.gap1,2256
2328,CKSAAP_FF.gap1,2256
2329,CKSAAP_FG.gap1,2256
2330,CKSAAP_FI.gap1,2256
2331,CKSAAP_FK.gap1,2256
2333,CKSAAP_FN.gap1,2256
2334,CKSAAP_FP.gap1,2256
2315,CKSAAP_EK.gap1,2256
2715,CKSAAP_IN.gap2,2256
3073,CKSAAP_LF.gap3,2256
2717,CKSAAP_IQ.gap2,2256
3194,CKSAAP_TE.gap3,2256
3195,CKSAAP_TF.gap3,2256
3196,CKSAAP_TG.gap3,2256
3197,CKSAAP_TH.gap3,2256
3198,CKSAAP_TI.gap3,2256
3199,CKSAAP_TK.gap3,2256
3200,CKSAAP_TL.gap3,2256
3201,CKSAAP_TN.gap3,2256
3202,CKSAAP_TP.gap3,2256
3203,CKSAAP_TQ.gap3,2256
3206,CKSAAP_TT.gap3,2256
3207,CKSAAP_TV.gap3,2256
3208,CKSAAP_TY.gap3,2256
3209,CKSAAP_VA.gap3,2256
3210,CKSAAP_VC.gap3,2256
3211,CKSAAP_VD.gap3,2256
3212,CKSAAP_VE.gap3,2256
